Project Name,Package Name,Architecture Smell,Cause of the Smell
xmind,org.xmind.core.tests,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TopicIteratorTestCase]; [StyleTestCase]; [WorkbookExtensionTestCase]; [RevisionTestCase]; [CommentTestCase]; [WorkbookTestCase]; [TestEncodedOutputStream]; [TestDecodedInputStream]; [MarkerTestCase]. LCC (Lack of Component Cohesion) = 1.0
