Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
xmind,org.xmind.core.tests,TopicIteratorTestCase,testTopicIterator,34,1,0
xmind,org.xmind.core.tests,StyleTestCase,testStyleAutoManagementByReferences,21,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testExtensions,14,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testResourceRef,13,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testName,9,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testParent,9,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testTextContent,11,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testGetChildren,12,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testCreateChild,9,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testGetCreatedChild,9,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testGetFirstChild,13,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testDelete,19,1,0
xmind,org.xmind.core.tests,WorkbookExtensionTestCase,testAttributes,13,1,0
xmind,org.xmind.core.tests,RevisionTestCase,testAddRevision,12,1,0
xmind,org.xmind.core.tests,CommentTestCase,testCommentAutoManagement,89,1,0
xmind,org.xmind.core.tests,CommentTestCase,assertSet,12,3,2
xmind,org.xmind.core.tests,CommentTestCase,testCommentEvent,95,1,0
xmind,org.xmind.core.tests,CommentTestCase,handleCoreEvent,3,1,1
xmind,org.xmind.core.tests,CommentTestCase,author,3,1,0
xmind,org.xmind.core.tests,CommentTestCase,time,3,1,0
xmind,org.xmind.core.tests,WorkbookTestCase,testWorkbookCreation,10,1,0
xmind,org.xmind.core.tests,WorkbookTestCase,testWorkbookSerializing,17,1,0
xmind,org.xmind.core.tests,WorkbookTestCase,testWorkbookDeserializing,33,1,0
xmind,org.xmind.core.tests,WorkbookTestCase,TestEncodedOutputStream,3,1,1
xmind,org.xmind.core.tests,WorkbookTestCase,write,9,2,1
xmind,org.xmind.core.tests,WorkbookTestCase,TestDecodedInputStream,3,1,1
xmind,org.xmind.core.tests,WorkbookTestCase,read,6,3,0
xmind,org.xmind.core.tests,WorkbookTestCase,read,11,3,3
xmind,org.xmind.core.tests,WorkbookTestCase,testNormalization,36,1,0
xmind,org.xmind.core.tests,WorkbookTestCase,normalizeOutputStream,3,1,2
xmind,org.xmind.core.tests,WorkbookTestCase,normalizeInputStream,3,1,2
xmind,org.xmind.core.tests,WorkbookTestCase,toBytes,15,1,1
xmind,org.xmind.core.tests,TestEncodedOutputStream,TestEncodedOutputStream,3,1,1
xmind,org.xmind.core.tests,TestEncodedOutputStream,write,9,2,1
xmind,org.xmind.core.tests,TestDecodedInputStream,TestDecodedInputStream,3,1,1
xmind,org.xmind.core.tests,TestDecodedInputStream,read,6,3,0
xmind,org.xmind.core.tests,TestDecodedInputStream,read,11,3,3
xmind,org.xmind.core.tests,MarkerTestCase,testCreateMarkerInWorkbookUsingGivenResourcePath,18,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCreateMarkerInWorkbookUsingGivenMarkerId,19,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCreateCustomMarkerUsingGivenResourcePath,17,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCreateCustomMarkerUsingGivenMarkerId,18,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCloneMarkerFromCustomMarkerSheetToWorkbookMarkerSheet,29,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCloneMarkerFromWorkbookMarkerSheetToWorkbookMarkerSheet,30,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testCloneOneMarkerFromMultiMarkerGroup,41,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testMarkerAutoManagementByReferences,58,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testMarkerResourceAutoReferencing,44,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testFixBugThatFailsToCloneMarkerBecauseOfUsingCustomMarkerSheetAsParent,35,1,0
xmind,org.xmind.core.tests,MarkerTestCase,testLoadWorkbookWithMarkers,43,1,0
xmind,org.xmind.core.internal.experiments,CompressionTest,CompressionTest,2,1,0
xmind,org.xmind.core.internal.experiments,CompressionTest,createWorkbookContents,11,2,1
xmind,org.xmind.core.internal.experiments,CompressionTest,createRandomString,7,2,1
xmind,org.xmind.core.internal.experiments,CompressionTest,testCompressionSpeed,13,2,0
xmind,org.xmind.core.internal.experiments,CompressionTest,testCompressionSize,8,1,0
xmind,org.xmind.core.internal.experiments,CompressionTest,save,18,2,3
xmind,org.xmind.core.internal.experiments,CompressionTest,run,10,1,0
xmind,org.xmind.core.internal.experiments,CompressionTest,main,3,1,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,main,3,1,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,getName,0,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,modify,0,1,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,getName,3,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,modify,9,1,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,getName,3,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,modify,7,2,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,getName,3,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,modify,7,2,1
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,run,40,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,uncaughtException,5,1,2
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,run,3,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,run,3,1,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,modify,15,3,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,save,36,2,0
xmind,org.xmind.core.internal.experiments,ConcurrentModificationTest,testLoad,20,2,0
xmind,org.xmind.core.internal.experiments,Modifier,getName,0,1,0
xmind,org.xmind.core.internal.experiments,Modifier,modify,0,1,1
xmind,org.xmind.core.internal.tests,TestPluginForXMindCore,getContext,3,1,0
xmind,org.xmind.core.internal.tests,TestPluginForXMindCore,start,3,1,1
xmind,org.xmind.core.internal.tests,TestPluginForXMindCore,stop,3,1,1
xmind,org.xmind.core.internal.tests,TestUtil,randString,3,1,0
xmind,org.xmind.core.internal.tests,TestUtil,readBytes,5,1,1
xmind,org.xmind.core.internal.tests,WorkbookTestCaseBase,createWorkbook,3,1,1
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,eval,3,1,2
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testPrimitiveValues,10,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetTitle,12,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetFolded,10,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetType,14,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetMarkers,10,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetMarkerIds,11,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetCount,12,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetChildTopics,9,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testGetParent,9,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,testCommonTopicTests,57,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,concat,6,1,2
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,setUp,17,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,tearDown,4,1,0
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,assertUnorderedResultSet,6,1,2
xmind,org.xmind.core.runtime.test,CoreEvaluatorTestCase,assertOrderedResultSet,11,2,2
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,DefaultCommandServiceDomainDirector,2,1,0
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,init,3,1,1
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,getDomain,3,1,0
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,connect,72,9,1
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,disconnect,28,4,1
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,activate,23,8,1
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,deactivate,22,8,1
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,getStatus,5,1,0
xmind,org.xmind.core.internal.command.remote,DefaultCommandServiceDomainDirector,getAdapter,3,1,1
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,getContext,3,1,0
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,start,5,1,1
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,stop,12,3,1
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,log,3,1,2
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,log,3,1,1
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,getDebugOptions,7,2,0
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,isDebugging,4,1,1
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,getCommandService,3,1,0
xmind,org.xmind.core.internal.command.remote,RemoteCommandPlugin,getDefault,3,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,NullDomainService,2,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,init,2,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,activate,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,deactivate,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,getRemoteCommandServices,3,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,findRemoteCommandService,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,addRemoteCommandServiceListener,2,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,removeRemoteCommandServiceListener,2,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,refresh,4,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,setRegisteringInfo,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,register,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,unregister,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,deploy,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,undeploy,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,getRegisteringInfo,3,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,getRegisteredInfo,3,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,connect,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,disconnect,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,getStatus,3,1,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,createDomainService,3,1,1
xmind,org.xmind.core.internal.command.remote,NullDomainService,getDefault,6,2,0
xmind,org.xmind.core.internal.command.remote,NullDomainService,getAdapter,3,1,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,CommandServiceDomainImpl,5,1,3
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getId,3,1,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getName,3,1,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,createDomainService,16,5,2
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getDirector,7,2,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getCommandServer,7,2,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getCommandServerAdvertiser,7,2,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,getRemoteCommandServiceDiscoverer,7,2,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,equals,6,3,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainImpl,toString,3,1,0
xmind,org.xmind.core.internal.command.remote,Messages,Messages,2,1,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,DomainServiceFactoryDescriptor,3,1,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,getFactory,12,2,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,CommandServiceDomainManagerImpl,2,1,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,getCommandServiceDomains,4,1,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,getCommandServiceDomain,4,1,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,getServiceFactory,4,1,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,ensureLoaded,9,4,0
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,loadFromExtensions,5,2,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,loadFromExtensionElements,5,2,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,loadFromExtensionElement,9,3,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,loadRemoteCommandServiceDomain,24,6,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,loadServiceFactory,16,4,1
xmind,org.xmind.core.internal.command.remote,CommandServiceDomainManagerImpl,getDefault,3,1,0
xmind,org.xmind.core.internal.command.remote,DomainServiceFactoryDescriptor,DomainServiceFactoryDescriptor,3,1,1
xmind,org.xmind.core.internal.command.remote,DomainServiceFactoryDescriptor,getFactory,12,2,0
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,IncomingCommandHandler,2,1,0
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,setRemoteLocation,6,2,1
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,getRemoteLocation,3,1,0
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,setPluginId,4,2,1
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,getPluginId,3,1,0
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,handleIncomingCommand,25,1,3
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,handleIncomingCommand,28,5,3
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,readCommand,23,10,2
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,executeCommand,37,5,3
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,consumeReturnValue,10,2,2
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,writeReturnValue,22,3,3
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,writeValue,33,8,3
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,createReadingErrorStatus,3,1,1
xmind,org.xmind.core.command.transfer,IncomingCommandHandler,createWritingErrorStatus,3,1,1
xmind,org.xmind.core.command.transfer,CommandTransferUtil,CommandTransferUtil,2,1,0
xmind,org.xmind.core.command.transfer,CommandTransferUtil,encode,8,1,1
xmind,org.xmind.core.command.transfer,CommandTransferUtil,decode,8,1,1
xmind,org.xmind.core.command.transfer,CommandTransferUtil,readFiles,33,7,2
xmind,org.xmind.core.command.transfer,CommandTransferUtil,writeFiles,37,10,3
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,OutgoingCommandHandler,2,1,0
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,setRemoteLocation,4,2,1
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,getRemoteLocation,3,1,0
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,setPluginId,4,2,1
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,getPluginId,3,1,0
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,handleOutgoingCommand,25,1,5
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,handleOutgoingCommand,23,6,5
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,executeCommandRemotely,25,4,4
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,sendCommand,30,9,3
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,receive,82,22,2
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,consumeCommand,13,3,4
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,createSendingErrorStatus,3,1,1
xmind,org.xmind.core.command.transfer,OutgoingCommandHandler,createReceivingErrorStatus,6,2,1
xmind,org.xmind.core.command.transfer,ChunkWriter,ChunkOutputStream,3,1,1
xmind,org.xmind.core.command.transfer,ChunkWriter,close,9,2,0
xmind,org.xmind.core.command.transfer,ChunkWriter,write,3,1,1
xmind,org.xmind.core.command.transfer,ChunkWriter,write,6,3,3
xmind,org.xmind.core.command.transfer,ChunkWriter,write,4,2,1
xmind,org.xmind.core.command.transfer,ChunkWriter,flush,5,1,0
xmind,org.xmind.core.command.transfer,ChunkWriter,ChunkWriter,3,1,1
xmind,org.xmind.core.command.transfer,ChunkWriter,ChunkWriter,5,1,3
xmind,org.xmind.core.command.transfer,ChunkWriter,writeText,8,2,1
xmind,org.xmind.core.command.transfer,ChunkWriter,openNextChunkAsStream,4,1,0
xmind,org.xmind.core.command.transfer,ChunkWriter,close,9,1,0
xmind,org.xmind.core.command.transfer,ChunkWriter,flush,5,1,0
xmind,org.xmind.core.command.transfer,ChunkWriter,closeBinaryStream,6,2,0
xmind,org.xmind.core.command.transfer,ChunkWriter,appendToBuffer,13,3,1
xmind,org.xmind.core.command.transfer,ChunkWriter,writeBinary,27,4,3
xmind,org.xmind.core.command.transfer,ChunkWriter,flushBinaryBuffer,17,4,1
xmind,org.xmind.core.command.transfer,ChunkWriter,flushBuffer,10,2,0
xmind,org.xmind.core.command.transfer,ChunkOutputStream,ChunkOutputStream,3,1,1
xmind,org.xmind.core.command.transfer,ChunkOutputStream,close,9,2,0
xmind,org.xmind.core.command.transfer,ChunkOutputStream,write,3,1,1
xmind,org.xmind.core.command.transfer,ChunkOutputStream,write,6,3,3
xmind,org.xmind.core.command.transfer,ChunkOutputStream,write,4,2,1
xmind,org.xmind.core.command.transfer,ChunkOutputStream,flush,5,1,0
xmind,org.xmind.core.command.transfer,ChunkReader,ChunkInputStream,4,1,1
xmind,org.xmind.core.command.transfer,ChunkReader,read,11,5,0
xmind,org.xmind.core.command.transfer,ChunkReader,read,4,2,1
xmind,org.xmind.core.command.transfer,ChunkReader,read,20,8,3
xmind,org.xmind.core.command.transfer,ChunkReader,close,4,1,0
xmind,org.xmind.core.command.transfer,ChunkReader,ChunkReader,3,1,1
xmind,org.xmind.core.command.transfer,ChunkReader,ChunkReader,5,1,3
xmind,org.xmind.core.command.transfer,ChunkReader,isStreamEnded,3,1,0
xmind,org.xmind.core.command.transfer,ChunkReader,isBinaryChunkEnded,3,1,0
xmind,org.xmind.core.command.transfer,ChunkReader,readText,33,7,0
xmind,org.xmind.core.command.transfer,ChunkReader,openNextChunkAsStream,5,2,0
xmind,org.xmind.core.command.transfer,ChunkReader,closeBinaryStream,11,4,1
xmind,org.xmind.core.command.transfer,ChunkReader,close,4,1,0
xmind,org.xmind.core.command.transfer,ChunkReader,reload,12,4,0
xmind,org.xmind.core.command.transfer,ChunkReader,base64toInt,5,2,1
xmind,org.xmind.core.command.transfer,ChunkReader,findSep,6,3,1
xmind,org.xmind.core.command.transfer,ChunkReader,use,10,2,1
xmind,org.xmind.core.command.transfer,ChunkReader,refillBinary,43,9,0
xmind,org.xmind.core.command.transfer,ChunkReader,useBinary,10,2,1
xmind,org.xmind.core.command.transfer,ChunkInputStream,ChunkInputStream,4,1,1
xmind,org.xmind.core.command.transfer,ChunkInputStream,read,11,5,0
xmind,org.xmind.core.command.transfer,ChunkInputStream,read,4,2,1
xmind,org.xmind.core.command.transfer,ChunkInputStream,read,20,8,3
xmind,org.xmind.core.command.transfer,ChunkInputStream,close,4,1,0
xmind,org.xmind.core.command.remote,ICommandServiceInfo,getId,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceInfo,getName,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceInfo,getMetadata,0,1,1
xmind,org.xmind.core.command.remote,ICommandServiceInfo,metadataKeys,0,1,0
xmind,org.xmind.core.command.remote,Identifier,Identifier,7,1,2
xmind,org.xmind.core.command.remote,Identifier,getDomain,3,1,0
xmind,org.xmind.core.command.remote,Identifier,getName,3,1,0
xmind,org.xmind.core.command.remote,Identifier,equals,6,3,1
xmind,org.xmind.core.command.remote,Identifier,toString,3,1,0
xmind,org.xmind.core.command.remote,IRemoteCommandServiceListener,remoteCommandServiceDiscovered,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceListener,remoteCommandServiceDropped,0,1,1
xmind,org.xmind.core.command.remote,IDomainService,init,0,1,1
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,AbstractCommandServerAdvertiser,2,1,0
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,init,3,1,1
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,getDomain,3,1,0
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,getRegisteredInfo,3,1,0
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,setRegisteringInfo,3,1,1
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,setRegisteredInfo,3,1,1
xmind,org.xmind.core.command.remote,AbstractCommandServerAdvertiser,getRegisteringInfo,3,1,0
xmind,org.xmind.core.command.remote,IRemoteCommandService,execute,0,1,4
xmind,org.xmind.core.command.remote,IRemoteCommandService,getInfo,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomainManager,getCommandServiceDomains,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomainManager,getCommandServiceDomain,0,1,1
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getId,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getName,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getDirector,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getCommandServer,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getCommandServerAdvertiser,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomain,getRemoteCommandServiceDiscoverer,0,1,0
xmind,org.xmind.core.command.remote,IIdentifier,getDomain,0,1,0
xmind,org.xmind.core.command.remote,IIdentifier,getName,0,1,0
xmind,org.xmind.core.command.remote,IIdentifier,toString,0,1,0
xmind,org.xmind.core.command.remote,IIdentifier,equals,0,1,1
xmind,org.xmind.core.command.remote,RemoteCommandJob,RemoteCommandJob,5,1,3
xmind,org.xmind.core.command.remote,RemoteCommandJob,getPluginId,3,1,0
xmind,org.xmind.core.command.remote,RemoteCommandJob,getRemoteCommandService,3,1,0
xmind,org.xmind.core.command.remote,RemoteCommandJob,getAdapter,4,2,1
xmind,org.xmind.core.command.remote,RemoteCommandJob,run,20,4,1
xmind,org.xmind.core.command.remote,RemoteCommandJob,executeCommand,3,1,2
xmind,org.xmind.core.command.remote,RemoteCommandJob,createCommand,0,1,1
xmind,org.xmind.core.command.remote,RemoteCommandJob,getOptions,3,1,0
xmind,org.xmind.core.command.remote,IDomainServiceFactory,createDomainService,0,1,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,CommandServiceInfo,14,3,0
xmind,org.xmind.core.command.remote,CommandServiceInfo,CommandServiceInfo,9,2,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,getAdapter,3,1,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,getId,3,1,0
xmind,org.xmind.core.command.remote,CommandServiceInfo,getName,3,1,0
xmind,org.xmind.core.command.remote,CommandServiceInfo,getMetadata,3,1,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,metadataKeys,3,1,0
xmind,org.xmind.core.command.remote,CommandServiceInfo,setId,3,1,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,setName,4,2,1
xmind,org.xmind.core.command.remote,CommandServiceInfo,setMetadata,8,2,2
xmind,org.xmind.core.command.remote,CommandServiceInfo,getMetadataImpl,3,1,0
xmind,org.xmind.core.command.remote,CommandServiceInfo,toString,11,1,0
xmind,org.xmind.core.command.remote,ICommandServerAdvertiser,setRegisteringInfo,0,1,1
xmind,org.xmind.core.command.remote,ICommandServerAdvertiser,getRegisteredInfo,0,1,0
xmind,org.xmind.core.command.remote,ICommandServerAdvertiser,register,0,1,1
xmind,org.xmind.core.command.remote,ICommandServerAdvertiser,unregister,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,activate,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,deactivate,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,getRemoteCommandServices,0,1,0
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,findRemoteCommandService,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,addRemoteCommandServiceListener,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,removeRemoteCommandServiceListener,0,1,1
xmind,org.xmind.core.command.remote,IRemoteCommandServiceDiscoverer,refresh,0,1,1
xmind,org.xmind.core.command.remote,Options,Options,2,1,0
xmind,org.xmind.core.command.remote,Options,timeout,5,2,1
xmind,org.xmind.core.command.remote,Options,timeout,3,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,AbstractRemoteCommandServiceDiscoverer,2,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,init,3,1,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,getDomain,3,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,getRemoteCommandServices,5,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,findRemoteCommandService,5,1,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,addRemoteCommandServiceListener,3,1,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,removeRemoteCommandServiceListener,3,1,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,remoteCommandServiceDiscovered,15,2,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,remoteCommandServiceDropped,13,2,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,fireRemoteCommandServiceDiscovered,15,2,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,run,3,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,handleException,3,1,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,fireRemoteCommandServiceDropped,15,2,1
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,run,3,1,0
xmind,org.xmind.core.command.remote,AbstractRemoteCommandServiceDiscoverer,handleException,3,1,1
xmind,org.xmind.core.command.remote,ICommandServer,deploy,0,1,1
xmind,org.xmind.core.command.remote,ICommandServer,undeploy,0,1,1
xmind,org.xmind.core.command.remote,ICommandServer,getRegisteringInfo,0,1,0
xmind,org.xmind.core.command.remote,ICommandServiceDomainDirector,connect,0,1,1
xmind,org.xmind.core.command.remote,ICommandServiceDomainDirector,disconnect,0,1,1
xmind,org.xmind.core.command.remote,ICommandServiceDomainDirector,getStatus,0,1,0
