Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
xmind,org.xmind.ui.internal.fishbone.structures,NENormalStructure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,SouthWestRotated,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,FishboneBranchHook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,NWNormalStructure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,NERotatedStructure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,NorthWestRotated,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,MainFishboneData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.structures,MainFishboneData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: upwardBranches; hf; phf; pvf; upSide; downSide
xmind,org.xmind.ui.internal.fishbone,FishbonePropertyTester,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone,Fishbone,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: RotateAngle; TOPIC_SHAPE_LEFT_FISHHEAD; TOPIC_SHAPE_RIGHT_FISHHEAD; TOPIC_SHAPE_FISHBONE; BRANCH_POLICY_LEFT_HEADED; BRANCH_POLICY_RIGHT_HEADED; BRANCH_DECORATION_MAIN_FISHBONE; BRANCH_DECORATION_SUB_FISHBONE; BRANCH_CONN_FISHBONE; STRUCTURE_RIGHT_HEADED; STRUCTURE_LEFT_HEADED; STRUCTURE_NE_ROTATED; STRUCTURE_NE_NORMAL; STRUCTURE_SE_ROTATED; STRUCTURE_SE_NORMAL; STRUCTURE_NW_ROTATED; STRUCTURE_NW_NORMAL; STRUCTURE_SW_ROTATED; STRUCTURE_SW_NORMAL; NAV_NONE; NAV_PARENT; NAV_NEXT; NAV_PREV; NAV_CHILD
xmind,org.xmind.ui.internal.fishbone,Fishbone,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: RotateAngle; TOPIC_SHAPE_LEFT_FISHHEAD; TOPIC_SHAPE_RIGHT_FISHHEAD; TOPIC_SHAPE_FISHBONE; BRANCH_POLICY_LEFT_HEADED; BRANCH_POLICY_RIGHT_HEADED; BRANCH_DECORATION_MAIN_FISHBONE; BRANCH_DECORATION_SUB_FISHBONE; BRANCH_CONN_FISHBONE; STRUCTURE_RIGHT_HEADED; STRUCTURE_LEFT_HEADED; STRUCTURE_NE_ROTATED; STRUCTURE_NE_NORMAL; STRUCTURE_SE_ROTATED; STRUCTURE_SE_NORMAL; STRUCTURE_NW_ROTATED; STRUCTURE_NW_NORMAL; STRUCTURE_SW_ROTATED; STRUCTURE_SW_NORMAL; NAV_NONE; NAV_PARENT; NAV_NEXT; NAV_PREV; NAV_CHILD
xmind,org.xmind.ui.internal.fishbone,FishboneUIPlugin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_ID; plugin
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: branch; hf; lineStart; lineEnd; tailTop; tailBottom; TailLength
xmind,org.xmind.ui.internal.fishbone.decorations,SubFishboneBranchDecoration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,LeftFishheadTopicDecoration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecorationFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnectionFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,SubFishboneBranchDecorationFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.fishbone.decorations,RightFishheadTopicDecoration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 81 public methods
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 48 methods
xmind,org.xmind.ui.internal.imports.freemind,LinkPoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.freemind,NotesImporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImportWizard,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImportPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports,ImportMessages,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BUNDLE_NAME; Importer_CentralTopic; Importer_MainTopic; Importer_FloatingTopic; Importer_Subtopic; Importer_Summary; MindManagerImportWizard_windowTitle; MindManagerImportPage_title; MindManagerImportPage_description; MindManagerImportPage_FilterName; MindManagerImporter_ReadingContent; MindManagerImporter_ReadingElements; MindManagerImporter_ArrangingStyles; MindManagerImporter_GeneratingTheme; MindManagerImporter_ResourceLabel; MindManagerImporter_DurationLabel; MindManagerImporter_Months; MindManagerImporter_Weeks; MindManagerImporter_Days; MindManagerImporter_Hours; FreeMindImportWizard_windowTitle; FreeMindImportPage_title; FreeMindImportPage_description; FreeMindImportPage_FilterName; OpmlImportWizard_windowTitle; OpmlImportPage_title; OpmlImportPage_description; OpmlImportPage_FilterName; WorkbookImportPage_FilterName; WorkbookImportPage_title; WorkbookImportWizard_windowTitle; WorkbookImportPage_description; WorkbookImportPage_NoTargetWorkbookWarning; LightenImportWizard_windowTitle; LightenImportPage_title; LightenImportPage_description; LightenImportPage_FilterName; NovaMindImporter_Duration_Years_label; NovaMindImporter_Duration_Months_label; NovaMindImporter_Duration_Weeks_label; NovaMindImporter_Duration_Hours_label; NovaMindImporter_Duration_Minutes_label; NovaMindImporter_Duration_Days_label; NovaMindImporter_Duration_label; NovaMindImporter_Resource_label; NovaMindImportPage_title; NovaMindImportPage_FileDialog_Filter_name; NovaMindImportWizard_windowTitle
xmind,org.xmind.ui.internal.imports,ImportPlugin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_ID; plugin
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImportWizard,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImportPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 105 methods
xmind,org.xmind.ui.internal.imports.novamind,NotesImporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.opml,OpmlConstants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.opml,OpmlConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: TAG_HEAD; TAG_BODY; TAG_OUTLINE; TAG_TITLE; ATTR_TEXT; ATTR_TYPE; ATTR_URL; TYPE_LINK; TYPE_NOTE
xmind,org.xmind.ui.internal.imports.opml,OpmlImporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.opml,OpmlImportWizard,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.opml,OpmlImportPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.mm,MindManagerImportWizard,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.mm,MindManagerImportPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.mm,MindManagerImporter,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 129 methods
xmind,org.xmind.ui.internal.imports.mm,NotesImporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.lighten,LightenConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONTENT_FILE_NAME; SHEET_ATTR_CREATE_TIME; SHEET_ATTR_STYLE; SHEET_ATTR_SKE_THEME; SHEET_ATTR_ID; SHEET_ATTR_UPDATE_TIME; SHEET_ATTR_CLR_THEME; SHEET_ATTR_MAP_NAME; SHEET_ATTR_ROOT; SHEET_ATTR_RELATION; SHEET_ATTR_RIGHT_NUM; TOPIC_ATTR_DETACH; TOPIC_ATTR_STYLE; TOPIC_ATTR_FOLDED; TOPIC_ATTR_ID; TOPIC_ATTR_CHK_LIST; TOPIC_ATTR_TITLE; TOPIC_ATTR_POS; TOPIC_ATTR_NOTE; TOPIC_ATTR_HIGHLT; TOPIC_ATTR_SUBTOPIC; TOPIC_ATTR_CHECKBOX; NOTE_ATTR_TEXT; RELATION_START_ID; RELATION_END_ID; RELATION_CTRL_POINT1; RELATION_CTRL_POINT2; RELATION_ID; THEME_ATTR_NAME; THEME_ATTR_PALETTE; THEME_ATTR_MAIN; THEME_ATTR_SUB; THEME_ATTR_MAP; THEME_ATTR_CENTRAL; THEME_ATTR_FLOAT; THEME_ATTR_RELATION; STYLE_ATTR_LINE_CLR; STYLE_ATTR_LINE_TYPE; STYLE_ATTR_FILL_CLR; STYLE_ATTR_FONT_NAME; STYLE_ATTR_FONT_FAMILY; STYLE_ATTR_FONT_CLR; STYLE_ATTR_FONT_WEIGHT; STYLE_ATTR_TOPIC_SHAPE; STYLE_ATTR_TOPIC_MARGIN; STYLE_ATTR_CORNER_RADIUS; STYLE_ATTR_LINE_WIDTH; STYLE_ATTR_TAPERED
xmind,org.xmind.ui.internal.imports.lighten,LightenConstants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: CONTENT_FILE_NAME; SHEET_ATTR_CREATE_TIME; SHEET_ATTR_STYLE; SHEET_ATTR_SKE_THEME; SHEET_ATTR_ID; SHEET_ATTR_UPDATE_TIME; SHEET_ATTR_CLR_THEME; SHEET_ATTR_MAP_NAME; SHEET_ATTR_ROOT; SHEET_ATTR_RELATION; SHEET_ATTR_RIGHT_NUM; TOPIC_ATTR_DETACH; TOPIC_ATTR_STYLE; TOPIC_ATTR_FOLDED; TOPIC_ATTR_ID; TOPIC_ATTR_CHK_LIST; TOPIC_ATTR_TITLE; TOPIC_ATTR_POS; TOPIC_ATTR_NOTE; TOPIC_ATTR_HIGHLT; TOPIC_ATTR_SUBTOPIC; TOPIC_ATTR_CHECKBOX; NOTE_ATTR_TEXT; RELATION_START_ID; RELATION_END_ID; RELATION_CTRL_POINT1; RELATION_CTRL_POINT2; RELATION_ID; THEME_ATTR_NAME; THEME_ATTR_PALETTE; THEME_ATTR_MAIN; THEME_ATTR_SUB; THEME_ATTR_MAP; THEME_ATTR_CENTRAL; THEME_ATTR_FLOAT; THEME_ATTR_RELATION; STYLE_ATTR_LINE_CLR; STYLE_ATTR_LINE_TYPE; STYLE_ATTR_FILL_CLR; STYLE_ATTR_FONT_NAME; STYLE_ATTR_FONT_FAMILY; STYLE_ATTR_FONT_CLR; STYLE_ATTR_FONT_WEIGHT; STYLE_ATTR_TOPIC_SHAPE; STYLE_ATTR_TOPIC_MARGIN; STYLE_ATTR_CORNER_RADIUS; STYLE_ATTR_LINE_WIDTH; STYLE_ATTR_TAPERED
xmind,org.xmind.ui.internal.imports.lighten,LightenImporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.lighten,LightenImportWizard,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.imports.lighten,LightenImportPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GalleryMovablePolicy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationItemNavigablePolicy,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT
xmind,org.xmind.ui.gallery,FrameBorderLayout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CENTER; TOP; BOTTOM; LEFT; RIGHT; center; left; top; bottom; right; vGap; hGap
xmind,org.xmind.ui.gallery,NavigationItemLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,SimpleImagePart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationItemFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,MaskBorder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ILabelDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationItemPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GallerySelectTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,SimpleImageDecorator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT
xmind,org.xmind.ui.gallery,FramePart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,FrameContentLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GalleryViewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Horizontal; Wrap; HideTitle; Layout; ImageStretched; ImageConstrained; FrameContentSize; PackFrameContent; FlatFrames; SolidFrames; TitlePlacement; SingleClickToOpen; EmptySelectionIgnored; CustomContentPaneDecorator; ContentPaneMargins; ContentPaneBorderWidth; ContentPaneBorderColor; ContentPaneSpaceCollaborativeEngine; HorizontalLayout; TITLE_TOP; TITLE_BOTTOM; TITLE_LEFT; TITLE_RIGHT; POLICY_NAVIGABLE; POLICY_MOVABLE; contentProvider; labelProvider; labelProviderListener; openListeners; titleEditingApprover; toReveal
xmind,org.xmind.ui.gallery,GalleryLabelProviderListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GalleryNavigablePolicy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,CategorizedGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,CategorizedGalleryViewer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
xmind,org.xmind.ui.gallery,DelegatingLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationAnimationService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DURATION; state; bounds; states; itemParent; content; contentParent; contentBounds; updateManager; sourceStates; targetStates; start; end
xmind,org.xmind.ui.gallery,ItemState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ItemState,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; bounds
xmind,org.xmind.ui.gallery,ItemStates,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ItemStates,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: states; itemParent; content; contentParent; contentBounds
xmind,org.xmind.ui.gallery,Transition,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,Gallery,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationViewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PREF_HEIGHT; BIG_HEIGHT; SMALL_HEIGHT; BIG_ALPHA; SMALL_ALPHA; DEFAULT_PART_FACTORY; contentProvider; labelProvider; labelProviderListener
xmind,org.xmind.ui.gallery,NavigationSelectTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationScrollHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,EmptyPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,LabelProviderListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,NavigationContentPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GalleryLayout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ALIGN_CENTER; ALIGN_TOPLEFT; ALIGN_BOTTOMRIGHT; ALIGN_FILL; majorAlignment; minorAlignment; majorSpacing; minorSpacing; marginTop; marginLeft; marginRight; marginBottom
xmind,org.xmind.ui.gallery,FrameFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,FrameFigure,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
xmind,org.xmind.ui.gallery,ShadowedLayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ShadowedLayer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 31 public methods
xmind,org.xmind.ui.gallery,ContentPaneDecorator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT; DEFAULT_LAYOUT
xmind,org.xmind.ui.gallery,ContentPanePart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ShadowBorder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ShadowBorder,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
xmind,org.xmind.ui.gallery,IDecorationContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,GalleryEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,FrameDecorator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT
xmind,org.xmind.ui.gallery,TitleBorder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ContentPane,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ContentPane,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
xmind,org.xmind.ui.gallery,ContentPaneFlowLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,ContentPaneFlowLayout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: bounds; area; row; rowHeight; rowWidth; rowCount; rowX; rowY; maxWidth; data2; minorSpacing2
xmind,org.xmind.ui.gallery,WorkingData2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.gallery,WorkingData2,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: bounds; area; row; rowHeight; rowWidth; rowCount; rowX; rowY; maxWidth
xmind,org.xmind.ui.gallery,WorkingData2,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: bounds; area; row; rowHeight; rowWidth; rowCount; rowX; rowY; maxWidth
xmind,org.xmind.ui.datepicker,YearFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DatePicker2,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 71 public methods
xmind,org.xmind.ui.datepicker,EventHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DropdownDatePicker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
