Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
xmind,org.xmind.ui.internal.decorations,TensionBoundaryDecoration,7,0,9,4,41,9,0,0,0.5555555555555556,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/TensionBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,EllipseTopicDecoration,3,0,5,4,41,6,0,0,1.0,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/EllipseTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,CurveBranchConnection,12,0,9,3,78,13,0,0,0.6666666666666666,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CurveBranchConnection.java
xmind,org.xmind.ui.internal.decorations,RoundSummaryDecoration,3,0,3,2,31,4,0,0,1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundSummaryDecoration.java
xmind,org.xmind.ui.internal.decorations,DecorationManager,4,0,11,4,95,27,0,0,0.45454545454545453,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/DecorationManager.java
xmind,org.xmind.ui.internal.decorations,SegmentedBoundaryDecoration,7,0,11,3,70,15,0,0,0.8181818181818182,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/SegmentedBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,RoundedRectTopicDecoration,2,0,7,5,43,11,0,0,0.8571428571428571,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedRectTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,RectBoundaryDecoration,0,0,3,2,11,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RectBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,TimelineHorizontalConnection,1,0,5,1,56,10,0,0,0.4,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/TimelineHorizontalConnection.java
xmind,org.xmind.ui.internal.decorations,CircleTopicDecoration,0,0,5,4,24,6,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CircleTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,AngledRelationshipDecoration,0,0,4,2,21,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/AngledRelationshipDecoration.java
xmind,org.xmind.ui.internal.decorations,RoundedPolygonBoundaryDecorationFactory,0,0,1,1,5,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedPolygonBoundaryDecorationFactory.java
xmind,org.xmind.ui.internal.decorations,UnderlineTopicDecoration,1,0,6,3,44,10,0,0,0.8333333333333334,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/UnderlineTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,ParallelogramTopicDecoration,1,0,3,2,41,7,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ParallelogramTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,SpearHeadArrowDecoration,4,0,5,3,26,5,0,0,0.8,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/SpearHeadArrowDecoration.java
xmind,org.xmind.ui.internal.decorations,ZigzagRelationshipDecoration,0,0,6,2,162,36,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ZigzagRelationshipDecoration.java
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,2,1,5,4,209,24,0,0,0.8,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedRectBalloonCalloutBranchConnection.java
xmind,org.xmind.ui.internal.decorations,NoneArrowDecoration,0,0,6,3,17,6,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/NoneArrowDecoration.java
xmind,org.xmind.ui.internal.decorations,RectangleBalloonCalloutBranchConnection,1,1,3,2,164,20,0,0,1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RectangleBalloonCalloutBranchConnection.java
xmind,org.xmind.ui.internal.decorations,NoneBranchConnection,0,0,6,5,17,6,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/NoneBranchConnection.java
xmind,org.xmind.ui.internal.decorations,RoundedElbowBranchConnection,6,0,6,4,100,22,0,0,0.8333333333333334,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedElbowBranchConnection.java
xmind,org.xmind.ui.internal.decorations,PolygonBoundaryDecoration,2,0,24,6,411,108,0,0,0.8333333333333334,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/PolygonBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,ValueComparator,1,0,2,2,10,3,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/PolygonBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,StrokeCircleTopicDecoration,7,0,8,5,69,11,0,0,0.5,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/StrokeCircleTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,ScallopsBoundaryDecoration,2,0,9,3,31,9,0,0,0.6666666666666666,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ScallopsBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,RelationshipDecorationAdapter,1,0,32,31,150,53,0,0,0.0625,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RelationshipDecorationAdapter.java
xmind,org.xmind.ui.internal.decorations,SquareSummaryDecoration,3,0,5,2,44,6,0,0,1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/SquareSummaryDecoration.java
xmind,org.xmind.ui.internal.decorations,CalloutRectangleDecoration,0,0,3,2,12,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CalloutRectangleDecoration.java
xmind,org.xmind.ui.internal.decorations,ElbowBranchConnection,9,0,8,3,96,16,0,0,0.625,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ElbowBranchConnection.java
xmind,org.xmind.ui.internal.decorations,DiamondTopicDecoration,0,0,5,4,67,13,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/DiamondTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,AngleSummaryDecoration,0,0,3,2,16,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/AngleSummaryDecoration.java
xmind,org.xmind.ui.internal.decorations,ArrowedCurveBranchConnection,4,0,9,2,80,15,0,0,0.8888888888888888,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ArrowedCurveBranchConnection.java
xmind,org.xmind.ui.internal.decorations,BranchConnections,8,0,23,18,164,51,0,0,0.4782608695652174,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/BranchConnections.java
xmind,org.xmind.ui.internal.decorations,ArrowDecorationAdapter,1,0,17,16,60,22,0,0,0.17647058823529413,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/ArrowDecorationAdapter.java
xmind,org.xmind.ui.internal.decorations,CurvedRelationshipDecoration,2,0,5,2,62,19,0,0,1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CurvedRelationshipDecoration.java
xmind,org.xmind.ui.internal.decorations,TriangleArrowDecoration,3,0,5,3,24,5,0,0,0.8,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/TriangleArrowDecoration.java
xmind,org.xmind.ui.internal.decorations,CurlySummaryDecoration,4,0,7,2,82,7,0,0,0.7142857142857143,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CurlySummaryDecoration.java
xmind,org.xmind.ui.internal.decorations,DefaultBranchDecoration,1,0,6,4,39,11,0,0,0.6666666666666666,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/DefaultBranchDecoration.java
xmind,org.xmind.ui.internal.decorations,StraightRelationshipDecoration,0,0,5,2,24,5,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/StraightRelationshipDecoration.java
xmind,org.xmind.ui.internal.decorations,DotArrowDecoration,1,0,5,3,19,5,0,0,0.8,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/DotArrowDecoration.java
xmind,org.xmind.ui.internal.decorations,RoundedRectBoundaryDecoration,1,0,6,4,33,9,0,0,0.8333333333333334,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedRectBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,RectangleTopicDecoration,0,0,3,2,24,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RectangleTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,CloudTopicDecoration,6,0,9,5,80,14,0,0,0.7777777777777778,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CloudTopicDecoration.java
xmind,org.xmind.ui.internal.decorations,StraightBranchConnection,7,0,6,3,49,8,0,0,0.5,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/StraightBranchConnection.java
xmind,org.xmind.ui.internal.decorations,CalloutRoundedRectDecoration,2,0,7,5,38,10,0,0,0.8571428571428571,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CalloutRoundedRectDecoration.java
xmind,org.xmind.ui.internal.decorations,TimelineHorizontalConnectionFactory,0,0,1,1,5,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/TimelineHorizontalConnectionFactory.java
xmind,org.xmind.ui.internal.decorations,CalloutBranchConnections,9,0,25,20,222,66,0,0,0.6,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/CalloutBranchConnections.java
xmind,org.xmind.ui.internal.decorations,BranchConnectionDecorationAdapter,1,0,32,31,150,53,0,0,0.0625,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/BranchConnectionDecorationAdapter.java
xmind,org.xmind.ui.internal.decorations,BoundaryDecorationAdapter,1,0,34,33,162,57,0,0,0.058823529411764705,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/BoundaryDecorationAdapter.java
xmind,org.xmind.ui.internal.decorations,PolygonBoundaryDecorationFactory,0,0,1,1,5,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/PolygonBoundaryDecorationFactory.java
xmind,org.xmind.ui.internal.decorations,RoundedPolygonBoundaryDecoration,3,0,8,4,91,19,0,0,0.75,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/RoundedPolygonBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,WavesBoundaryDecoration,5,0,9,3,37,9,0,0,0.6666666666666666,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/WavesBoundaryDecoration.java
xmind,org.xmind.ui.internal.decorations,NormalArrowDecoration,2,0,4,3,20,4,0,0,0.75,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/decorations/NormalArrowDecoration.java
xmind,org.xmind.ui.internal.zen,WorkbookDeserializer,0,0,1,1,17,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/WorkbookDeserializer.java
xmind,org.xmind.ui.internal.zen,ZenConstants,92,92,0,0,94,0,0,0,-1.0,7,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/ZenConstants.java
xmind,org.xmind.ui.internal.zen,Ranges,1,1,2,2,25,6,0,0,1.0,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/Ranges.java
xmind,org.xmind.ui.internal.zen,MetaDeserializer,0,0,1,1,47,13,0,0,-1.0,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/MetaDeserializer.java
xmind,org.xmind.ui.internal.zen,SheetDeserializer,2,0,17,2,500,116,0,0,0.47058823529411764,0,11,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/SheetDeserializer.java
xmind,org.xmind.ui.internal.zen,ManifestDeserializer,0,0,2,1,36,7,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/ManifestDeserializer.java
xmind,org.xmind.ui.internal.zen,ExtensionsDeserializer,0,0,4,2,61,17,0,0,-1.0,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/ExtensionsDeserializer.java
xmind,org.xmind.ui.internal.zen,ZenDeserializer,8,0,21,11,260,57,0,0,0.14285714285714285,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/zen/ZenDeserializer.java
xmind,org.xmind.ui.internal.popover,PopoverMenuToolItem,4,0,10,2,88,17,0,0,0.5,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/PopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,MarkerPopoverMenuToolItem,20,1,58,41,479,98,0,0,0.6551724137931034,0,9,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/MarkerPopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,MarkerSheetPart,6,0,9,5,104,23,0,0,0.3333333333333333,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/MarkerPopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,MarkerGroupPart,6,0,12,10,103,24,0,0,0.4166666666666667,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/MarkerPopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,RecentMarkerGroup,3,1,16,15,55,20,0,0,0.8125,3,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/MarkerPopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,MarkerAction,3,0,2,2,28,6,0,0,0.0,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/MarkerPopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,ThemePopoverMenuToolItem,9,0,33,6,369,78,0,0,0.7575757575757576,0,13,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/ThemePopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,ChangeThemeListener,2,0,15,2,138,37,0,0,0.8,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/ThemePopoverMenuToolItem.java
xmind,org.xmind.ui.internal.popover,ThemeOverrideDialog,1,0,11,1,83,14,0,0,0.8181818181818182,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/popover/ThemePopoverMenuToolItem.java
xmind,org.xmind.ui.internal.notes,TopicNotesViewer,10,0,34,31,174,50,0,0,0.3235294117647059,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/TopicNotesViewer.java
xmind,org.xmind.ui.internal.notes,SelectionSynchronizer,3,0,6,5,34,12,0,0,0.3333333333333333,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/TopicNotesViewer.java
xmind,org.xmind.ui.internal.notes,ModificationListener,1,0,10,10,45,14,0,0,0.4,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/TopicNotesViewer.java
xmind,org.xmind.ui.internal.notes,NotesConstants,3,3,0,0,5,0,0,0,-1.0,2,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesConstants.java
xmind,org.xmind.ui.internal.notes,SheetNotesViewer,22,0,56,22,565,150,0,0,0.30357142857142855,0,11,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/SheetNotesViewer.java
xmind,org.xmind.ui.internal.notes,RichDocumentNotesAdapter,4,0,19,14,138,41,0,0,0.47368421052631576,0,6,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/RichDocumentNotesAdapter.java
xmind,org.xmind.ui.internal.notes,NotesInfoItemContributor,2,0,13,10,91,28,0,0,0.5384615384615384,0,9,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesInfoItemContributor.java
xmind,org.xmind.ui.internal.notes,ShowNotesAction,1,0,3,3,21,6,0,0,0.6666666666666666,0,6,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesInfoItemContributor.java
xmind,org.xmind.ui.internal.notes,NotesTextViewer,0,0,3,2,11,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesTextViewer.java
xmind,org.xmind.ui.internal.notes,NotesHyperlinkDetector,0,0,1,0,5,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesHyperlinkDetector.java
xmind,org.xmind.ui.internal.notes,NotesUtils,0,0,6,4,31,9,0,0,-1.0,2,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesUtils.java
xmind,org.xmind.ui.internal.notes,INotesContentViewer,0,0,4,0,6,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/INotesContentViewer.java
xmind,org.xmind.ui.internal.notes,NotesFindReplaceOperationProvider,1,0,17,8,74,22,0,0,0.8823529411764706,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesFindReplaceOperationProvider.java
xmind,org.xmind.ui.internal.notes,NotesPopup,24,0,58,32,504,125,0,0,0.3620689655172414,0,15,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesPopup.java
xmind,org.xmind.ui.internal.notes,TextAction,2,0,3,3,20,6,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesPopup.java
xmind,org.xmind.ui.internal.notes,NotesPopupActionBarContributor,3,0,12,9,99,17,0,0,0.5,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesPopup.java
xmind,org.xmind.ui.internal.notes,GotoNotesPartAction,0,0,2,2,11,2,0,0,-1.0,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesPopup.java
xmind,org.xmind.ui.internal.notes,PopupKeyboardListener,2,0,7,3,99,30,0,0,0.8571428571428571,2,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesPopup.java
xmind,org.xmind.ui.internal.notes,RichDocumentBuilder,14,0,24,3,307,85,0,0,0.375,0,9,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/RichDocumentBuilder.java
xmind,org.xmind.ui.internal.notes,HtmlNotesContentBuilder,17,0,31,4,299,80,0,0,0.22580645161290322,0,12,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/HtmlNotesContentBuilder.java
xmind,org.xmind.ui.internal.notes,NotesTextEditViewer,25,1,88,54,628,154,0,0,0.26136363636363635,1,8,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesTextEditViewer.java
xmind,org.xmind.ui.internal.notes,SelectionProvider,2,0,5,4,28,10,0,0,0.4,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/notes/NotesTextEditViewer.java
xmind,org.xmind.ui.internal.outline,OutlineViewer,4,2,22,15,324,107,0,0,0.8636363636363636,1,6,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineViewer.java
xmind,org.xmind.ui.internal.outline,OutlineContentProvider,0,0,12,6,170,58,0,0,-1.0,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineViewer.java
xmind,org.xmind.ui.internal.outline,OutlineLabelProvider,0,0,2,2,49,16,0,0,-1.0,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineViewer.java
xmind,org.xmind.ui.internal.outline,OutlineViewerSorter,0,0,2,2,49,17,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineViewer.java
xmind,org.xmind.ui.internal.outline,WorkbookTreePart,0,0,6,4,31,7,0,0,-1.0,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/WorkbookTreePart.java
xmind,org.xmind.ui.internal.outline,MindMapTreePartBase,1,0,9,2,40,12,0,0,0.8888888888888888,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/MindMapTreePartBase.java
xmind,org.xmind.ui.internal.outline,OutlineIndexModelPart,32,8,81,42,834,239,0,0,0.5061728395061729,5,14,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineIndexModelPart.java
xmind,org.xmind.ui.internal.outline,CenteredRevealHelper,2,0,6,5,36,8,0,0,0.6666666666666666,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineIndexModelPart.java
xmind,org.xmind.ui.internal.outline,ShowWorkbookAction,0,0,2,2,27,6,0,0,-1.0,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineIndexModelPart.java
xmind,org.xmind.ui.internal.outline,ShowCurrentSheetAction,0,0,2,2,27,6,0,0,-1.0,0,4,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineIndexModelPart.java
xmind,org.xmind.ui.internal.outline,IndexTypeAction,0,0,2,1,15,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/OutlineIndexModelPart.java
xmind,org.xmind.ui.internal.outline,MindMapOutlinePage,6,0,30,17,226,57,0,0,0.6333333333333333,0,7,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/MindMapOutlinePage.java
xmind,org.xmind.ui.internal.outline,ShowWorkbookAction,0,0,2,2,12,2,0,0,-1.0,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/MindMapOutlinePage.java
xmind,org.xmind.ui.internal.outline,ShowCurrentSheetAction,0,0,2,2,12,2,0,0,-1.0,0,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/MindMapOutlinePage.java
xmind,org.xmind.ui.internal.outline,TopicTreePart,0,0,8,6,58,13,0,0,-1.0,1,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/TopicTreePart.java
xmind,org.xmind.ui.internal.outline,RelationshipTreePart,0,0,5,4,26,6,0,0,-1.0,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/RelationshipTreePart.java
xmind,org.xmind.ui.internal.outline,SheetTreePart,0,0,8,5,46,10,0,0,-1.0,1,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.ui.mindmap/src/org/xmind/ui/internal/outline/SheetTreePart.java
